,Trade Date,Issuer,Symbol,Lead/Joint-Lead Managers,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng ,$ Change Opening,$ Change Close,Star Ratings,Symbol2,Symbol3,Date,year,month,day,price1w,price1m,1st Week % Px Chng,1st Month % Px Chng,priceSP1ws,priceSP1wc,priceSP1ms,priceSP1mc,priceSP3ms,priceSP3mc,S&P 1 Week % Px Chng,S&P 1 Month % Px Chng,S&P 3 Months % Px Chng,priceVIX1ws,priceVIX1wc,priceVIX1ms,priceVIX1mc,priceVIX3ms,priceVIX3mc,VIX 1 Week % Px Chng,VIX 1 Month % Px Chng,VIX 3 Months % Px Chng,Sentiment_survey,Top IB,weekday,tyield
0,2020-01-17 00:00:00,I-Mab ,IMAB,Jefferies/ CICC,14.0,14.75,12.75,-0.08928571428571429,0.75,-1.25,2,IMAB,IMAB,2020-01-17,2020,1,17,13.430000305175781,13.100000381469727,-0.040714263916015625,-0.06428568703787663,3253.050048828125,3329.6201171875,3112.760009765625,3329.6201171875,2979.389892578125,3329.6201171875,0.02353793123685821,0.06966811021136299,0.11755098769779138,13.449999809265137,12.100000381469727,14.800000190734863,12.100000381469727,15.199999809265137,12.100000381469727,-0.10037170609217794,-0.18243241719384562,-0.20394733333521553,0.143266,0,4,0.0163100004196167
1,2020-01-17 00:00:00,LIZHI ,LIZI,Credit Suisse/ Citigroup,11.0,11.03,11.63,0.05727272727272734,0.02999999999999936,0.6300000000000008,1,LIZHI ,LIZI,2020-01-17,2020,1,17,11.0,9.3100004196167,0.0,-0.153636325489391,3253.050048828125,3329.6201171875,3112.760009765625,3329.6201171875,2979.389892578125,3329.6201171875,0.02353793123685821,0.06966811021136299,0.11755098769779138,13.449999809265137,12.100000381469727,14.800000190734863,12.100000381469727,15.199999809265137,12.100000381469727,-0.10037170609217794,-0.18243241719384562,-0.20394733333521553,0.143266,1,4,0.0163100004196167
2,2020-01-17 00:00:00,Phoenix Tree Holdings Ltd. ,DNK,Citigroup/ Credit Suisse/ J.P. Morgan,13.5,13.5,13.5,0.0,0.0,0.0,1,Phoenix Tree Holdings Ltd. ,DNK,2020-01-17,2020,1,17,0.0,0.0,-1.0,-1.0,3253.050048828125,3329.6201171875,3112.760009765625,3329.6201171875,2979.389892578125,3329.6201171875,0.02353793123685821,0.06966811021136299,0.11755098769779138,13.449999809265137,12.100000381469727,14.800000190734863,12.100000381469727,15.199999809265137,12.100000381469727,-0.10037170609217794,-0.18243241719384562,-0.20394733333521553,0.143266,1,4,0.0163100004196167
3,2020-01-17 00:00:00,Velocity Financial ,VEL,Wells Fargo Securities/ Citigroup/ JMP Securities,13.0,13.85,13.51,0.039230769230769215,0.8499999999999996,0.5099999999999998,1,VEL,VEL,2020-01-17,2020,1,17,14.119999885559082,13.84000015258789,0.0861538373506987,0.06461539635291458,3253.050048828125,3329.6201171875,3112.760009765625,3329.6201171875,2979.389892578125,3329.6201171875,0.02353793123685821,0.06966811021136299,0.11755098769779138,13.449999809265137,12.100000381469727,14.800000190734863,12.100000381469727,15.199999809265137,12.100000381469727,-0.10037170609217794,-0.18243241719384562,-0.20394733333521553,0.143266,1,4,0.0163100004196167
4,2020-01-24 00:00:00,Gores Holdings IV ,GHIVU,Deutsche Bank Securities,10.0,10.52,10.45,0.04499999999999993,0.5199999999999996,0.4499999999999993,1,Gores Holdings IV ,GHIVU,2020-01-24,2020,1,24,0.0,0.0,-1.0,-1.0,3283.14990234375,3295.469970703125,3132.52001953125,3295.469970703125,2997.9599609375,3295.469970703125,0.003752514726963918,0.052018805995135864,0.09923748603786886,12.390000343322754,14.5600004196167,15.680000305175781,14.5600004196167,14.670000076293945,14.5600004196167,0.17514124424245114,-0.07142856273984788,-0.007498272399807271,0.20833400000000002,0,4,0.015010000467300414
5,2020-01-24 00:00:00,SCVX Corp. ,SCVXU,Credit Suisse,10.0,10.3,10.32,0.03200000000000003,0.3000000000000007,0.3200000000000003,1,SCVX,SCVX,2020-01-24,2020,1,24,9.5,9.6850004196167,-0.050000000000000044,-0.031499958038330056,3283.14990234375,3295.469970703125,3132.52001953125,3295.469970703125,2997.9599609375,3295.469970703125,0.003752514726963918,0.052018805995135864,0.09923748603786886,12.390000343322754,14.5600004196167,15.680000305175781,14.5600004196167,14.670000076293945,14.5600004196167,0.17514124424245114,-0.07142856273984788,-0.007498272399807271,0.20833400000000002,1,4,0.015010000467300414
6,2020-01-28 00:00:00,AnPac Bio-Medical Science ,ANPC,WestPark Capital,12.0,12.0,11.25,-0.0625,0.0,-0.75,1,ANPC,ANPC,2020-01-28,2020,1,28,9.9399995803833,7.349999904632568,-0.17166670163472497,-0.387500007947286,3316.81005859375,3276.239990234375,3168.570068359375,3276.239990234375,3006.72998046875,3276.239990234375,-0.012231652594715037,0.03398060309606765,0.08963558800301996,12.319999694824219,16.280000686645508,13.9399995803833,16.280000686645508,13.949999809265137,16.280000686645508,0.3214286598955789,0.16786235126973126,0.1670251547840782,0.20833400000000002,0,1,0.014659999608993531
7,2020-01-29 00:00:00,Annovis Bio ,ANVS,ThinkEquity (a division of Fordham Financial Management ),6.0,6.63,9.59,0.5983333333333333,0.6299999999999999,3.59,1,ANVS,ANVS,2020-01-29,2020,1,29,5.590000152587891,3.569999933242798,-0.06833330790201819,-0.4050000111262003,3329.6201171875,3273.39990234375,3168.800048828125,3273.39990234375,3006.7900390625,3273.39990234375,-0.016884873608716267,0.03300929433976374,0.0886692651690364,12.100000381469727,16.389999389648438,12.630000114440918,16.389999389648438,14.050000190734863,16.389999389648438,0.3545453613992058,0.2977038195675392,0.16654798342683752,0.20833400000000002,0,2,0.014170000553131104
8,2020-01-29 00:00:00,Black Diamond Therapeutics ,BDTX,J.P. Morgan/ Jefferies/ Cowen,19.0,33.0,39.48,1.077894736842105,14.0,20.479999999999997,3,BDTX,BDTX,2020-01-29,2020,1,29,38.900001525878906,19.809999465942383,1.0473685013620475,0.042631550839072885,3329.6201171875,3273.39990234375,3168.800048828125,3273.39990234375,3006.7900390625,3273.39990234375,-0.016884873608716267,0.03300929433976374,0.0886692651690364,12.100000381469727,16.389999389648438,12.630000114440918,16.389999389648438,14.050000190734863,16.389999389648438,0.3545453613992058,0.2977038195675392,0.16654798342683752,0.20833400000000002,1,2,0.014170000553131104
9,2020-01-31 00:00:00,1Life Healthcare ,OWEM,J.P. Morgan/ Morgan Stanley,14.0,18.0,22.07,0.5764285714285714,4.0,8.07,2,ONEM,ONEM,2020-01-31,2020,1,31,24.709999084472656,20.510000228881836,0.7649999346051897,0.46500001634870247,3321.75,3225.52001953125,3192.52001953125,3225.52001953125,2991.780029296875,3225.52001953125,-0.028969663722059114,0.010336661884064124,0.07812739838674188,12.90999984741211,18.84000015258789,12.289999961853027,18.84000015258789,14.90999984741211,18.84000015258789,0.4593338787966359,0.5329536380036966,0.26358151209893554,-0.04878100000000002,1,4,0.013259999752044678
10,2020-01-31 00:00:00,Arcutis Biotherapeutics,ARQT,Goldman Sachs/ Cowen/ Guggenheim Securities,17.0,23.05,21.8,0.28235294117647064,6.050000000000001,4.800000000000001,2,ARQT,ARQT,2020-01-31,2020,1,31,26.239999771118164,18.979999542236328,0.5435293983010685,0.11647056130801925,3321.75,3225.52001953125,3192.52001953125,3225.52001953125,2991.780029296875,3225.52001953125,-0.028969663722059114,0.010336661884064124,0.07812739838674188,12.90999984741211,18.84000015258789,12.289999961853027,18.84000015258789,14.90999984741211,18.84000015258789,0.4593338787966359,0.5329536380036966,0.26358151209893554,-0.04878100000000002,1,4,0.013259999752044678
11,2020-01-31 00:00:00,Reynolds Consumer Products ,REYN,Credit Suisse/ Goldman Sachs/ J.P. Morgan ,26.0,27.5,28.55,0.0980769230769231,1.5,2.5500000000000007,2,REYN,REYN,2020-01-31,2020,1,31,29.25637435913086,23.155317306518555,0.12524516765887928,-0.10941087282620943,3321.75,3225.52001953125,3192.52001953125,3225.52001953125,2991.780029296875,3225.52001953125,-0.028969663722059114,0.010336661884064124,0.07812739838674188,12.90999984741211,18.84000015258789,12.289999961853027,18.84000015258789,14.90999984741211,18.84000015258789,0.4593338787966359,0.5329536380036966,0.26358151209893554,-0.04878100000000002,1,4,0.013259999752044678
12,2020-02-04 00:00:00,InterPrivate Acquisition ,IPV.U,EarlyBirdCapital,10.0,10.09,10.1,0.009999999999999964,0.08999999999999986,0.09999999999999964,1,InterPrivate Acquisition ,IPV.U,2020-02-04,2020,2,4,0.0,0.0,-1.0,-1.0,3295.469970703125,3297.590087890625,3205.3701171875,3297.590087890625,2984.8701171875,3297.590087890625,0.0006433428938354968,0.028770459364000578,0.10476836794419242,14.5600004196167,16.049999237060547,12.5,16.049999237060547,15.960000038146973,16.049999237060547,0.10233508066636943,0.28399993896484377,0.005639047537497666,-0.04878100000000002,0,1,0.014240000247955322
13,2020-02-06 00:00:00,Beam Therapeutics ,BEAM,J.P. Morgan/ Jefferies/ Barclays,17.0,24.0,18.75,0.10294117647058823,7.0,1.75,3,BEAM,BEAM,2020-02-06,2020,2,6,27.799999237060547,19.399999618530273,0.6352940727682674,0.14117644814883956,3276.239990234375,3345.780029296875,3224.010009765625,3345.780029296875,2961.7900390625,3345.780029296875,0.0212255632279017,0.03776973990850063,0.12964794437485505,16.280000686645508,14.960000038146973,12.609999656677246,14.960000038146973,17.219999313354492,14.960000038146973,-0.0810811174953655,0.18636006704610453,-0.1312427041419706,-0.031111,1,3,0.014600000381469726
14,2020-02-06 00:00:00,Casper Sleep ,CSPR,Morgan Stanley/ Goldman Sachs/ Jefferies,12.0,14.5,13.5,0.125,2.5,1.5,1,Casper Sleep ,CSPR,2020-02-06,2020,2,6,0.0,0.0,-1.0,-1.0,3276.239990234375,3345.780029296875,3224.010009765625,3345.780029296875,2961.7900390625,3345.780029296875,0.0212255632279017,0.03776973990850063,0.12964794437485505,16.280000686645508,14.960000038146973,12.609999656677246,14.960000038146973,17.219999313354492,14.960000038146973,-0.0810811174953655,0.18636006704610453,-0.1312427041419706,-0.031111,1,3,0.014600000381469726
15,2020-02-06 00:00:00,PPD ,PPD,Barclays/ J.P. Morgan/ Morgan Stanley/ Goldman Sachs/ BofA Securities/ Credit Suisse/ Jefferies/ UBS Investment Bank/ Citigroup/ Deutsche Bank Securities/ Evercore ISI/ HSBC/ Mizuho Securities/ Baird/ William Blair,27.0,31.0,30.0,0.1111111111111111,4.0,3.0,3,PPD ,PPD,2020-02-06,2020,2,6,0.0,0.0,-1.0,-1.0,3276.239990234375,3345.780029296875,3224.010009765625,3345.780029296875,2961.7900390625,3345.780029296875,0.0212255632279017,0.03776973990850063,0.12964794437485505,16.280000686645508,14.960000038146973,12.609999656677246,14.960000038146973,17.219999313354492,14.960000038146973,-0.0810811174953655,0.18636006704610453,-0.1312427041419706,-0.031111,1,3,0.014600000381469726
16,2020-02-06 00:00:00,Schrodinger ,SDGR,Morgan Stanley/ BofA Securities/ Jefferies/ BMO Capital Markets,17.0,26.0,28.64,0.6847058823529412,9.0,11.64,2,SDGR,SDGR,2020-02-06,2020,2,6,31.899999618530273,38.54999923706055,0.8764705657958984,1.267647013944738,3276.239990234375,3345.780029296875,3224.010009765625,3345.780029296875,2961.7900390625,3345.780029296875,0.0212255632279017,0.03776973990850063,0.12964794437485505,16.280000686645508,14.960000038146973,12.609999656677246,14.960000038146973,17.219999313354492,14.960000038146973,-0.0810811174953655,0.18636006704610453,-0.1312427041419706,-0.031111,1,3,0.014600000381469726
17,2020-02-07 00:00:00,NexPoint Real Estate Finance ,NREF,Raymond James,19.0,16.0,18.8,-0.010526315789473648,-3.0,-0.1999999999999993,1,NREF,NREF,2020-02-07,2020,2,7,15.312213897705078,6.268320083618164,-0.19409400538394328,-0.6700884166516756,3273.39990234375,3327.7099609375,3223.3798828125,3327.7099609375,2976.739990234375,3327.7099609375,0.016591330180850905,0.03236667160495177,0.11790414072258004,16.389999389648438,15.470000267028809,12.670000076293945,15.470000267028809,16.239999771118164,15.470000267028809,-0.056131736234272256,0.22099448886143036,-0.04741376323531432,-0.01344099999999998,0,4,0.014010000228881835
18,2020-02-07 00:00:00,OneWater Marine ,ONEW,Raymond James/ Baird/ SunTrust Robinson Humphrey,12.0,15.02,15.14,0.2616666666666667,3.0199999999999996,3.1400000000000006,1,ONEW,ONEW,2020-02-07,2020,2,7,16.91642189025879,4.808631420135498,0.4097018241882324,-0.5992807149887085,3273.39990234375,3327.7099609375,3223.3798828125,3327.7099609375,2976.739990234375,3327.7099609375,0.016591330180850905,0.03236667160495177,0.11790414072258004,16.389999389648438,15.470000267028809,12.670000076293945,15.470000267028809,16.239999771118164,15.470000267028809,-0.056131736234272256,0.22099448886143036,-0.04741376323531432,-0.01344099999999998,0,4,0.014010000228881835
19,2020-02-07 00:00:00,Professional Holding ,PFHD,"Stephens/ Keefe, Bruyette & Woods (A Stifel Company​)",18.5,19.31,19.55,0.056756756756756795,0.8099999999999987,1.0500000000000007,NC,PFHD,PFHD,2020-02-07,2020,2,7,19.0,20.0,0.027027027027026973,0.08108108108108114,3273.39990234375,3327.7099609375,3223.3798828125,3327.7099609375,2976.739990234375,3327.7099609375,0.016591330180850905,0.03236667160495177,0.11790414072258004,16.389999389648438,15.470000267028809,12.670000076293945,15.470000267028809,16.239999771118164,15.470000267028809,-0.056131736234272256,0.22099448886143036,-0.04741376323531432,-0.01344099999999998,0,4,0.014010000228881835
20,2020-02-11 00:00:00,CITIC Capital Acquisition (CCAC.U) (u),CCAC.U,Credit Suisse,10.0,10.26,10.2,0.019999999999999928,0.2599999999999998,0.1999999999999993,1,CITIC Capital Acquisition (CCAC.U) (u),CCAC.U,2020-02-11,2020,2,11,0.0,0.0,-1.0,-1.0,3225.52001953125,3357.75,3240.02001953125,3357.75,2887.610107421875,3357.75,0.040994934047244413,0.03633618920841819,0.16281280196718684,18.84000015258789,15.180000305175781,13.430000305175781,15.180000305175781,20.559999465942383,15.180000305175781,-0.1942675062510213,0.13030528371064665,-0.26167311772933477,-0.01344099999999998,1,1,0.014110000133514404
21,2020-02-11 00:00:00,Greenrose Acquisition ,GNRSU,Imperial Capital,10.0,10.02,10.07,0.007000000000000029,0.019999999999999574,0.07000000000000028,1,Greenrose Acquisition ,GNRSU,2020-02-11,2020,2,11,10.079999923706055,9.550200462341309,0.007999992370605558,-0.04497995376586916,3225.52001953125,3357.75,3240.02001953125,3357.75,2887.610107421875,3357.75,0.040994934047244413,0.03633618920841819,0.16281280196718684,18.84000015258789,15.180000305175781,13.430000305175781,15.180000305175781,20.559999465942383,15.180000305175781,-0.1942675062510213,0.13030528371064665,-0.26167311772933477,-0.01344099999999998,0,1,0.014110000133514404
22,2020-02-12 00:00:00,Huize Holding Ltd. ,HUIZ,Citigroup/ CICC,10.5,10.62,10.0,-0.047619047619047616,0.11999999999999922,-0.5,1,HUIZ,HUIZ,2020-02-12,2020,2,12,10.470000267028809,9.399999618530273,-0.0028571174258277265,-0.10476194109235493,3248.919921875,3379.449951171875,3221.2900390625,3379.449951171875,2910.6298828125,3379.449951171875,0.04017643784262437,0.04909831470978143,0.1610716879970877,17.969999313354492,13.739999771118164,14.819999694824219,13.739999771118164,19.1200008392334,13.739999771118164,-0.23539230405494693,-0.07287449027972903,-0.28138079665120674,-0.01344099999999998,1,2,0.014450000524520874
23,2020-02-13 00:00:00,Yunhong International ,ZGYHU,Maxim Group LLC,10.0,10.01,10.0,0.0,0.009999999999999787,0.0,1,Yunhong International ,ZGYHU,2020-02-13,2020,2,13,0.0,0.0,-1.0,-1.0,3297.590087890625,3373.93994140625,3230.780029296875,3373.93994140625,2952.010009765625,3373.93994140625,0.023153227502713536,0.04431125326119201,0.14292970899313584,16.049999237060547,14.149999618530273,13.779999732971191,14.149999618530273,17.040000915527344,14.149999618530273,-0.11838004416492709,0.026850500198036142,-0.16960100596964267,0.067946,0,3,0.014390000104904176
24,2020-02-13 00:00:00,Muscle Maker ,GRIL,Alexander Capital,5.0,4.7,3.86,-0.22800000000000004,-0.2999999999999998,-1.1400000000000001,1,GRIL,GRIL,2020-02-13,2020,2,13,3.859999895095825,1.9500000476837158,-0.22800002098083494,-0.6099999904632568,3297.590087890625,3373.93994140625,3230.780029296875,3373.93994140625,2952.010009765625,3373.93994140625,0.023153227502713536,0.04431125326119201,0.14292970899313584,16.049999237060547,14.149999618530273,13.779999732971191,14.149999618530273,17.040000915527344,14.149999618530273,-0.11838004416492709,0.026850500198036142,-0.16960100596964267,0.067946,0,3,0.014390000104904176
25,2020-02-13 00:00:00,Revolution Medicines ,RVMD,J.P. Morgan/ Cowen/ SVB Leerink/ Guggenheim Securities,17.0,28.21,28.9,0.7,11.21,11.899999999999999,3,RVMD,RVMD,2020-02-13,2020,2,13,32.06999969482422,22.479999542236328,0.8864705702837776,0.3223529142491959,3297.590087890625,3373.93994140625,3230.780029296875,3373.93994140625,2952.010009765625,3373.93994140625,0.023153227502713536,0.04431125326119201,0.14292970899313584,16.049999237060547,14.149999618530273,13.779999732971191,14.149999618530273,17.040000915527344,14.149999618530273,-0.11838004416492709,0.026850500198036142,-0.16960100596964267,0.067946,1,3,0.014390000104904176
26,2020-02-14 00:00:00,Churchill Capital Corp. III ,CCXX.U,Citigroup/ Goldman Sachs,10.0,10.58,10.51,0.050999999999999976,0.5800000000000001,0.5099999999999998,1,Churchill Capital Corp. III ,CCXX.U,2020-02-14,2020,2,14,0.0,0.0,-1.0,-1.0,3334.68994140625,3380.159912109375,3257.85009765625,3380.159912109375,2938.7900390625,3380.159912109375,0.01363544182580001,0.03754310689160212,0.15018761707375194,15.149999618530273,13.680000305175781,12.470000267028809,13.680000305175781,17.860000610351562,13.680000305175781,-0.09702966009032143,0.09703287989064946,-0.23404256228037723,0.149333,1,4,0.014140000343322754
